BusinessEntityID,PhoneNumber,PhoneNumberTypeID,ModifiedDate
8461,764-555-0166,1,Jul 19 2013 12:00AM
8462,474-555-0152,1,Nov 16 2013 12:00AM
8463,1 (11) 500 555-0114,1,Oct 25 2013 12:00AM
8464,165-555-0198,2,Jan 19 2014 12:00AM
8465,238-555-0129,2,Jan  3 2012 12:00AM
8466,590-555-0195,1,Oct 10 2013 12:00AM
8467,1 (11) 500 555-0116,1,Nov 22 2013 12:00AM
8468,1 (11) 500 555-0148,2,Dec  8 2012 12:00AM
8469,752-555-0155,2,Mar 29 2012 12:00AM
8470,116-555-0182,1,Feb 23 2014 12:00AM
8471,1 (11) 500 555-0164,1,Jul 15 2013 12:00AM
8472,927-555-0154,1,Jan 13 2014 12:00AM
8473,111-555-0116,1,Jan 29 2012 12:00AM
8474,1 (11) 500 555-0177,2,Apr 18 2012 12:00AM
8475,994-555-0111,1,Aug  9 2013 12:00AM
8476,207-555-0172,1,Apr  3 2014 12:00AM
8477,691-555-0171,1,Sep  5 2013 12:00AM
8478,1 (11) 500 555-0147,2,Aug 23 2013 12:00AM
8479,154-555-0137,1,Jan 10 2014 12:00AM
8480,530-555-0143,2,Mar 17 2014 12:00AM
8481,1 (11) 500 555-0150,2,Jul 10 2013 12:00AM
8482,1 (11) 500 555-0195,1,May 16 2013 12:00AM
8483,675-555-0150,1,Jul 24 2013 12:00AM
8484,1 (11) 500 555-0177,1,Apr 21 2013 12:00AM
8485,1 (11) 500 555-0187,2,Nov 17 2013 12:00AM
8486,676-555-0146,1,Feb  4 2014 12:00AM
8487,1 (11) 500 555-0169,1,Mar 28 2014 12:00AM
8488,1 (11) 500 555-0134,1,Jul 14 2013 12:00AM
8489,473-555-0168,2,Sep  5 2013 12:00AM
8490,928-555-0118,1,Sep  9 2013 12:00AM
8491,1 (11) 500 555-0119,1,Jan 12 2014 12:00AM
8492,174-555-0164,2,Oct 27 2013 12:00AM
8493,1 (11) 500 555-0190,2,Nov  5 2013 12:00AM
8494,881-555-0175,2,Nov 13 2013 12:00AM
8495,199-555-0157,2,Jun  2 2014 12:00AM
8496,435-555-0154,2,Nov  1 2013 12:00AM
8497,382-555-0179,2,Aug 25 2013 12:00AM
8498,1 (11) 500 555-0196,2,Feb  9 2014 12:00AM
8499,398-555-0188,1,Sep 29 2013 12:00AM
8500,1 (11) 500 555-0145,1,Dec 24 2013 12:00AM
8501,844-555-0119,2,Feb 10 2014 12:00AM
8502,1 (11) 500 555-0113,1,Feb 11 2014 12:00AM
8503,420-555-0197,2,Mar  8 2014 12:00AM
8504,774-555-0160,2,Nov 30 2012 12:00AM
8505,1 (11) 500 555-0145,2,Sep 12 2013 12:00AM
8506,1 (11) 500 555-0136,2,May 13 2014 12:00AM
8507,1 (11) 500 555-0114,1,Oct 15 2013 12:00AM
8508,1 (11) 500 555-0186,2,Sep 17 2012 12:00AM
8509,1 (11) 500 555-0187,1,Dec  2 2012 12:00AM
8510,1 (11) 500 555-0179,2,Nov 12 2012 12:00AM
8511,1 (11) 500 555-0118,1,Jan 22 2014 12:00AM
8512,396-555-0158,2,Jul  3 2013 12:00AM
8513,1 (11) 500 555-0158,2,Dec 11 2012 12:00AM
8514,327-555-0116,2,Sep  4 2013 12:00AM
8515,1 (11) 500 555-0128,2,Nov 10 2013 12:00AM
8516,480-555-0190,1,Dec 31 2013 12:00AM
8517,360-555-0173,1,Jan  6 2014 12:00AM
8518,1 (11) 500 555-0173,1,Jul 29 2011 12:00AM
8519,448-555-0153,1,Jun 13 2014 12:00AM
8520,1 (11) 500 555-0113,1,May 23 2013 12:00AM
8521,1 (11) 500 555-0110,1,Jul  5 2011 12:00AM
8522,1 (11) 500 555-0119,2,Aug  1 2011 12:00AM
8523,1 (11) 500 555-0145,2,Mar 17 2014 12:00AM
8524,383-555-0177,2,Feb 11 2014 12:00AM
8525,392-555-0143,1,May 27 2014 12:00AM
8526,324-555-0129,2,Sep 26 2011 12:00AM
8527,1 (11) 500 555-0112,1,Aug 20 2013 12:00AM
8528,944-555-0152,1,Sep  6 2013 12:00AM
8529,131-555-0115,2,Jan  1 2013 12:00AM
8530,1 (11) 500 555-0193,2,Dec 11 2013 12:00AM
8531,1 (11) 500 555-0128,2,Sep 14 2012 12:00AM
8532,660-555-0112,2,Jun 16 2014 12:00AM
8533,411-555-0128,1,Dec 31 2011 12:00AM
8534,1 (11) 500 555-0174,2,Jan 16 2014 12:00AM
8535,628-555-0166,1,Jul 21 2012 12:00AM
8536,1 (11) 500 555-0110,2,Jan 20 2014 12:00AM
8537,1 (11) 500 555-0178,1,Nov 21 2011 12:00AM
8538,836-555-0131,2,Jun 18 2014 12:00AM
8539,1 (11) 500 555-0158,1,Mar 19 2012 12:00AM
8540,253-555-0185,2,Nov 21 2011 12:00AM
8541,1 (11) 500 555-0146,1,Dec 24 2013 12:00AM
8542,238-555-0185,1,Dec  7 2013 12:00AM
8543,1 (11) 500 555-0111,1,Apr 24 2014 12:00AM
8544,511-555-0117,1,May  4 2014 12:00AM
8545,156-555-0162,1,Aug 27 2013 12:00AM
8546,841-555-0161,2,Aug 30 2013 12:00AM
8547,1 (11) 500 555-0116,2,Jan 23 2014 12:00AM
8548,459-555-0187,2,Jul 28 2013 12:00AM
8549,1 (11) 500 555-0162,1,Nov 25 2013 12:00AM
8550,842-555-0194,1,Aug 14 2013 12:00AM
8551,1 (11) 500 555-0168,2,Nov 11 2013 12:00AM
8552,1 (11) 500 555-0190,1,Jan 28 2012 12:00AM
8553,747-555-0199,1,Dec 12 2013 12:00AM
8554,907-555-0197,1,Mar  1 2014 12:00AM
8555,141-555-0158,1,May 23 2014 12:00AM
8556,1 (11) 500 555-0151,2,Aug  7 2013 12:00AM
8557,461-555-0141,1,Nov 12 2012 12:00AM
8558,1 (11) 500 555-0169,1,Aug 21 2012 12:00AM
8559,978-555-0168,1,Sep 15 2013 12:00AM
8560,548-555-0110,1,Sep 16 2013 12:00AM
8561,1 (11) 500 555-0181,1,Jun  7 2013 12:00AM
8562,950-555-0111,2,Jan 17 2014 12:00AM
8563,1 (11) 500 555-0198,1,Sep 11 2011 12:00AM
8564,196-555-0125,1,Aug  1 2013 12:00AM
8565,1 (11) 500 555-0177,2,Apr 16 2012 12:00AM
8566,666-555-0153,1,May 20 2014 12:00AM
8567,164-555-0174,1,Oct 18 2013 12:00AM
8568,1 (11) 500 555-0114,2,May  7 2013 12:00AM
8569,769-555-0136,2,Jun 10 2014 12:00AM
8570,146-555-0185,1,Sep 27 2013 12:00AM
8571,338-555-0190,2,Feb 27 2014 12:00AM
8572,1 (11) 500 555-0198,1,Sep 10 2013 12:00AM
8573,539-555-0190,1,Dec 22 2013 12:00AM
8574,665-555-0143,2,Apr  8 2014 12:00AM
8575,1 (11) 500 555-0111,1,May 26 2013 12:00AM
8576,379-555-0115,2,Jan 29 2014 12:00AM
8577,304-555-0157,1,Jun  2 2014 12:00AM
8578,1 (11) 500 555-0180,1,Dec 15 2011 12:00AM
8579,1 (11) 500 555-0173,1,Dec  7 2013 12:00AM
8580,812-555-0179,2,May  6 2014 12:00AM
8581,1 (11) 500 555-0160,2,Dec 24 2013 12:00AM
8582,1 (11) 500 555-0159,2,Oct  1 2013 12:00AM
8583,1 (11) 500 555-0117,1,Jul  4 2011 12:00AM
8584,720-555-0184,2,Feb 18 2014 12:00AM
8585,1 (11) 500 555-0124,1,Jan  5 2013 12:00AM
8586,608-555-0170,1,Sep  5 2013 12:00AM
8587,801-555-0116,1,Apr  3 2013 12:00AM
8588,1 (11) 500 555-0115,1,Jan 12 2013 12:00AM
8589,394-555-0111,2,May  2 2014 12:00AM
8590,1 (11) 500 555-0153,1,Sep 21 2013 12:00AM
8591,544-555-0190,1,Jan 26 2014 12:00AM
8592,565-555-0115,1,Jan  4 2014 12:00AM
8593,771-555-0195,1,Apr 16 2014 12:00AM
8594,1 (11) 500 555-0120,2,May 23 2013 12:00AM
8595,908-555-0137,1,Apr 16 2014 12:00AM
8596,935-555-0120,1,Sep  9 2013 12:00AM
8597,944-555-0168,1,Feb 22 2014 12:00AM
8598,1 (11) 500 555-0135,2,Mar 18 2013 12:00AM
8599,566-555-0149,2,Nov 28 2013 12:00AM
8600,589-555-0155,1,Apr  1 2014 12:00AM
8601,1 (11) 500 555-0113,1,Jul  3 2012 12:00AM
8602,1 (11) 500 555-0144,2,Apr  6 2013 12:00AM
8603,318-555-0161,2,Jan 14 2012 12:00AM
8604,144-555-0110,1,Sep  8 2013 12:00AM
8605,116-555-0173,1,Dec 14 2013 12:00AM
8606,1 (11) 500 555-0117,1,Dec  5 2013 12:00AM
8607,1 (11) 500 555-0171,1,Dec 27 2011 12:00AM
8608,1 (11) 500 555-0119,2,Oct 12 2013 12:00AM
8609,624-555-0115,2,Apr 26 2014 12:00AM
8610,232-555-0114,2,Apr  8 2014 12:00AM
8611,643-555-0165,2,Apr  8 2014 12:00AM
8612,1 (11) 500 555-0167,1,Feb  1 2014 12:00AM
8613,1 (11) 500 555-0113,2,Mar  9 2014 12:00AM
8614,1 (11) 500 555-0119,2,Mar 30 2013 12:00AM
8615,629-555-0116,1,Mar 28 2014 12:00AM
8616,115-555-0163,1,Sep  7 2011 12:00AM
8617,1 (11) 500 555-0188,2,Nov 22 2013 12:00AM
8618,1 (11) 500 555-0122,1,Jul 10 2013 12:00AM
8619,1 (11) 500 555-0194,1,Feb  6 2014 12:00AM
8620,1 (11) 500 555-0175,1,Dec  7 2013 12:00AM
8621,1 (11) 500 555-0126,2,Dec 25 2013 12:00AM
8622,1 (11) 500 555-0169,1,Apr 23 2012 12:00AM
8623,1 (11) 500 555-0178,1,Dec  9 2013 12:00AM
8624,1 (11) 500 555-0180,1,Mar 17 2012 12:00AM
8625,1 (11) 500 555-0158,2,Oct  6 2013 12:00AM
8626,1 (11) 500 555-0113,2,Aug 25 2013 12:00AM
8627,709-555-0164,1,Dec 12 2013 12:00AM
8628,1 (11) 500 555-0149,1,Mar  1 2013 12:00AM
8629,1 (11) 500 555-0142,1,Feb  9 2012 12:00AM
8630,627-555-0166,2,Jul 13 2013 12:00AM
8631,794-555-0174,1,Aug 13 2013 12:00AM
8632,1 (11) 500 555-0179,2,Oct 27 2013 12:00AM
8633,379-555-0188,2,Apr  1 2014 12:00AM
8634,805-555-0126,2,Nov  1 2013 12:00AM
8635,599-555-0175,1,Aug 24 2013 12:00AM
8636,444-555-0142,1,Mar 21 2013 12:00AM
8637,1 (11) 500 555-0184,2,Feb 23 2014 12:00AM
8638,118-555-0167,2,Feb  9 2014 12:00AM
8639,1 (11) 500 555-0141,1,May  3 2012 12:00AM
8640,473-555-0199,2,Jul 23 2013 12:00AM
8641,941-555-0177,1,Dec  7 2013 12:00AM
8642,955-555-0114,2,Jul  6 2013 12:00AM
8643,1 (11) 500 555-0167,2,Apr  1 2013 12:00AM
8644,1 (11) 500 555-0188,2,Aug 10 2012 12:00AM
8645,1 (11) 500 555-0159,2,Nov  7 2011 12:00AM
8646,1 (11) 500 555-0129,2,Mar  3 2014 12:00AM
8647,328-555-0144,1,Jan 17 2014 12:00AM
8648,1 (11) 500 555-0180,1,Sep  5 2012 12:00AM
8649,328-555-0112,1,Apr  4 2012 12:00AM
8650,1 (11) 500 555-0177,2,Jul  3 2013 12:00AM
8651,1 (11) 500 555-0194,2,Sep 17 2013 12:00AM
8652,148-555-0164,2,Oct  2 2013 12:00AM
8653,1 (11) 500 555-0116,1,Nov 12 2013 12:00AM
8654,1 (11) 500 555-0170,1,Mar 23 2014 12:00AM
8655,1 (11) 500 555-0169,2,Oct 16 2013 12:00AM
8656,1 (11) 500 555-0124,1,Jan 23 2012 12:00AM
8657,403-555-0156,1,Nov 11 2013 12:00AM
8658,599-555-0128,2,Dec 11 2013 12:00AM
8659,1 (11) 500 555-0150,1,Dec 17 2013 12:00AM
8660,283-555-0142,2,Aug  6 2013 12:00AM
8661,100-555-0151,1,Aug 26 2013 12:00AM
8662,929-555-0126,1,Dec 17 2013 12:00AM
8663,1 (11) 500 555-0144,2,May  5 2014 12:00AM
8664,1 (11) 500 555-0188,2,May 25 2012 12:00AM
8665,561-555-0115,1,Aug  4 2011 12:00AM
8666,597-555-0172,2,Oct 25 2013 12:00AM
8667,225-555-0121,2,Jul  5 2013 12:00AM
8668,1 (11) 500 555-0155,2,Nov 18 2013 12:00AM
8669,1 (11) 500 555-0185,1,Oct 19 2012 12:00AM
8670,1 (11) 500 555-0122,1,Jan  1 2014 12:00AM
8671,1 (11) 500 555-0194,2,Feb  6 2014 12:00AM
8672,1 (11) 500 555-0183,2,May  8 2014 12:00AM
8673,1 (11) 500 555-0168,1,Jul 23 2013 12:00AM
8674,1 (11) 500 555-0190,2,Feb 27 2013 12:00AM
8675,906-555-0196,1,Apr  5 2014 12:00AM
8676,989-555-0133,1,Apr 28 2012 12:00AM
8677,793-555-0141,2,May  5 2014 12:00AM
8678,499-555-0191,2,Aug  9 2013 12:00AM
8679,1 (11) 500 555-0171,2,Dec 23 2013 12:00AM
8680,121-555-0189,1,Jan  6 2012 12:00AM
8681,1 (11) 500 555-0143,1,Jul 20 2013 12:00AM
8682,1 (11) 500 555-0153,2,Feb 18 2014 12:00AM
8683,496-555-0110,2,Nov  4 2013 12:00AM
8684,1 (11) 500 555-0169,1,Jun 12 2012 12:00AM
8685,1 (11) 500 555-0112,1,Jun 25 2013 12:00AM
8686,293-555-0184,2,Jul  2 2013 12:00AM
8687,1 (11) 500 555-0166,1,Aug  3 2013 12:00AM
8688,669-555-0163,1,Oct 26 2013 12:00AM
8689,1 (11) 500 555-0118,1,Apr  5 2014 12:00AM
8690,1 (11) 500 555-0114,1,May  3 2013 12:00AM
8691,490-555-0111,1,Aug 28 2013 12:00AM
8692,123-555-0118,1,Apr 20 2014 12:00AM
8693,161-555-0149,2,Apr  9 2014 12:00AM
8694,984-555-0190,1,Nov 23 2013 12:00AM
8695,1 (11) 500 555-0178,2,May 23 2014 12:00AM
8696,1 (11) 500 555-0145,1,Jul  8 2012 12:00AM
8697,1 (11) 500 555-0114,2,Dec  7 2012 12:00AM
8698,533-555-0186,2,May 27 2014 12:00AM
8699,1 (11) 500 555-0114,2,Jul  1 2013 12:00AM
8700,1 (11) 500 555-0166,2,Sep 20 2013 12:00AM
8701,1 (11) 500 555-0117,1,Oct 13 2013 12:00AM
8702,1 (11) 500 555-0169,2,Feb 24 2014 12:00AM
8703,881-555-0181,2,Feb 26 2014 12:00AM
8704,829-555-0126,1,Dec 31 2013 12:00AM
8705,1 (11) 500 555-0145,1,May 26 2013 12:00AM
8706,1 (11) 500 555-0158,1,Dec 31 2013 12:00AM
8707,1 (11) 500 555-0111,2,Oct 11 2011 12:00AM
8708,1 (11) 500 555-0111,2,Nov 30 2013 12:00AM
8709,113-555-0176,2,Nov 26 2013 12:00AM
8710,457-555-0186,1,Jan 30 2014 12:00AM
8711,1 (11) 500 555-0115,2,Apr 30 2014 12:00AM
8712,867-555-0167,2,May  1 2014 12:00AM
8713,1 (11) 500 555-0144,2,Nov  7 2013 12:00AM
8714,329-555-0150,1,Mar 10 2014 12:00AM
8715,660-555-0143,2,Oct 23 2012 12:00AM
8716,1 (11) 500 555-0123,1,May 13 2014 12:00AM
8717,176-555-0176,1,Jun 29 2012 12:00AM
8718,954-555-0112,2,Aug 15 2013 12:00AM
8719,1 (11) 500 555-0126,2,Feb  7 2013 12:00AM
8720,1 (11) 500 555-0129,2,Jul 27 2011 12:00AM
8721,346-555-0181,2,Mar 11 2014 12:00AM
8722,261-555-0178,1,Oct 23 2013 12:00AM
8723,928-555-0194,2,Dec  2 2013 12:00AM
8724,1 (11) 500 555-0188,1,Nov  5 2013 12:00AM
8725,1 (11) 500 555-0164,1,Jan 23 2014 12:00AM
8726,1 (11) 500 555-0193,1,Jan 26 2014 12:00AM
8727,1 (11) 500 555-0180,1,Jan 14 2014 12:00AM
8728,1 (11) 500 555-0185,2,Aug 17 2013 12:00AM
8729,1 (11) 500 555-0135,2,Aug 26 2013 12:00AM
8730,141-555-0179,1,Nov 26 2013 12:00AM
8731,1 (11) 500 555-0189,1,Feb 25 2013 12:00AM
8732,202-555-0156,2,Jul 24 2013 12:00AM
8733,1 (11) 500 555-0166,1,Jun  6 2014 12:00AM
8734,540-555-0145,2,Jun  7 2014 12:00AM
8735,1 (11) 500 555-0168,2,Feb 14 2014 12:00AM
8736,757-555-0172,2,Jul  5 2013 12:00AM
8737,1 (11) 500 555-0191,2,Apr  6 2014 12:00AM
8738,842-555-0111,2,Oct 16 2011 12:00AM
8739,390-555-0199,2,Oct  4 2013 12:00AM
8740,108-555-0180,1,Dec 23 2013 12:00AM
8741,1 (11) 500 555-0147,2,Aug  7 2012 12:00AM
8742,1 (11) 500 555-0131,2,Sep 17 2011 12:00AM
8743,1 (11) 500 555-0194,2,Jul  7 2013 12:00AM
8744,1 (11) 500 555-0195,1,Feb 24 2014 12:00AM
8745,172-555-0127,2,Jun  2 2013 12:00AM
8746,741-555-0144,1,Oct 16 2013 12:00AM
8747,1 (11) 500 555-0196,1,Feb 21 2012 12:00AM
8748,868-555-0159,1,Aug 17 2012 12:00AM
8749,654-555-0180,1,Aug  9 2013 12:00AM
8750,802-555-0122,1,Jun 12 2013 12:00AM
8751,394-555-0114,2,Jan 30 2014 12:00AM
8752,820-555-0152,1,Dec  9 2013 12:00AM
8753,141-555-0165,1,Jan  4 2014 12:00AM
8754,1 (11) 500 555-0116,2,May  8 2014 12:00AM
8755,674-555-0196,1,Apr  8 2014 12:00AM
8756,1 (11) 500 555-0156,2,Sep  6 2012 12:00AM
8757,1 (11) 500 555-0199,1,Apr 27 2014 12:00AM
8758,1 (11) 500 555-0195,2,Apr 14 2014 12:00AM
8759,1 (11) 500 555-0169,1,May 15 2014 12:00AM
8760,978-555-0178,1,Jul 30 2012 12:00AM
8761,871-555-0153,1,Mar  6 2014 12:00AM
8762,987-555-0197,2,Apr 18 2014 12:00AM
8763,221-555-0110,2,Apr 25 2014 12:00AM
8764,982-555-0174,1,Jul  7 2013 12:00AM
8765,1 (11) 500 555-0132,1,May 18 2014 12:00AM
8766,1 (11) 500 555-0113,2,Apr  9 2013 12:00AM
8767,217-555-0158,2,Aug 31 2013 12:00AM
8768,408-555-0158,1,Nov 14 2013 12:00AM
8769,1 (11) 500 555-0120,1,Sep  4 2013 12:00AM
8770,1 (11) 500 555-0159,1,Feb  4 2013 12:00AM
8771,756-555-0168,1,Jul 23 2013 12:00AM
8772,1 (11) 500 555-0175,2,May 11 2014 12:00AM
8773,566-555-0190,2,Feb  1 2014 12:00AM
8774,474-555-0160,2,Jul 12 2013 12:00AM
8775,1 (11) 500 555-0133,2,Mar  9 2014 12:00AM
8776,162-555-0190,2,Nov 29 2013 12:00AM
8777,1 (11) 500 555-0120,1,Jan 24 2013 12:00AM
8778,793-555-0139,1,Nov 12 2012 12:00AM
8779,733-555-0148,2,Dec 21 2011 12:00AM
8780,129-555-0167,2,Sep  7 2013 12:00AM
8781,373-555-0178,2,Jun 23 2012 12:00AM
8782,136-555-0129,2,Jul 26 2012 12:00AM
8783,439-555-0149,1,Jun 21 2014 12:00AM
8784,714-555-0164,1,Jul  4 2013 12:00AM
8785,1 (11) 500 555-0112,2,Aug 28 2013 12:00AM
8786,1 (11) 500 555-0186,2,Feb  8 2014 12:00AM
8787,693-555-0152,1,Aug  1 2013 12:00AM
8788,1 (11) 500 555-0191,1,Aug 22 2012 12:00AM
8789,209-555-0125,1,Dec 13 2013 12:00AM
8790,372-555-0196,2,Nov  9 2011 12:00AM
8791,399-555-0117,1,Sep  6 2013 12:00AM
8792,1 (11) 500 555-0121,1,Apr 29 2013 12:00AM
8793,1 (11) 500 555-0199,1,Aug 27 2013 12:00AM
8794,786-555-0110,2,Apr  4 2014 12:00AM
8795,1 (11) 500 555-0179,2,Apr  2 2014 12:00AM
8796,798-555-0157,1,Jul 21 2013 12:00AM
8797,1 (11) 500 555-0114,2,Sep  2 2012 12:00AM
8798,1 (11) 500 555-0114,1,Nov 17 2011 12:00AM
8799,1 (11) 500 555-0118,2,Dec 21 2011 12:00AM
8800,730-555-0188,2,Mar 29 2014 12:00AM
8801,1 (11) 500 555-0186,2,Feb  5 2014 12:00AM
8802,1 (11) 500 555-0132,1,Jan  4 2013 12:00AM
8803,377-555-0119,1,Mar 29 2014 12:00AM
8804,331-555-0144,1,Aug 31 2013 12:00AM
8805,125-555-0164,1,Jun  4 2012 12:00AM
8806,1 (11) 500 555-0174,1,May 24 2013 12:00AM
8807,1 (11) 500 555-0192,2,Jan  9 2014 12:00AM
8808,668-555-0114,2,Apr  6 2014 12:00AM
8809,1 (11) 500 555-0112,1,Feb 14 2014 12:00AM
8810,1 (11) 500 555-0113,1,Jul  1 2013 12:00AM
8811,316-555-0117,2,Sep 13 2013 12:00AM
8812,737-555-0136,2,Oct 24 2013 12:00AM
8813,164-555-0186,1,Mar 25 2013 12:00AM
8814,109-555-0190,2,Nov  9 2012 12:00AM
8815,1 (11) 500 555-0125,1,Aug 20 2013 12:00AM
8816,150-555-0123,2,Feb  9 2012 12:00AM
8817,127-555-0152,1,May 18 2014 12:00AM
8818,861-555-0153,2,Apr 23 2014 12:00AM
8819,116-555-0116,2,Oct  1 2013 12:00AM
8820,1 (11) 500 555-0189,1,Apr 14 2014 12:00AM
8821,451-555-0162,1,Jun 14 2013 12:00AM
8822,1 (11) 500 555-0163,1,Dec 10 2012 12:00AM
8823,236-555-0145,1,Aug  6 2013 12:00AM
8824,461-555-0151,1,Jun 30 2014 12:00AM
8825,762-555-0198,2,Jun 13 2011 12:00AM
8826,753-555-0119,1,Jan 28 2012 12:00AM
8827,797-555-0173,1,Jun 25 2014 12:00AM
8828,1 (11) 500 555-0193,2,May 24 2014 12:00AM
8829,1 (11) 500 555-0168,2,Mar 13 2013 12:00AM
8830,419-555-0139,1,Jan 14 2014 12:00AM
8831,873-555-0132,1,Apr  6 2012 12:00AM
8832,147-555-0135,2,Mar  1 2014 12:00AM
8833,802-555-0186,2,Nov 23 2013 12:00AM
8834,794-555-0117,2,Dec 18 2013 12:00AM
8835,1 (11) 500 555-0146,2,Jun 18 2014 12:00AM
8836,486-555-0159,2,Jan  1 2014 12:00AM
8837,470-555-0132,1,Oct 24 2011 12:00AM
8838,1 (11) 500 555-0115,1,May 28 2014 12:00AM
8839,1 (11) 500 555-0118,1,Aug 27 2013 12:00AM
8840,1 (11) 500 555-0198,1,Jan  2 2014 12:00AM
8841,1 (11) 500 555-0167,1,Jul  6 2012 12:00AM
8842,985-555-0144,2,Aug  5 2013 12:00AM
8843,1 (11) 500 555-0172,1,May  4 2012 12:00AM
8844,1 (11) 500 555-0185,2,Nov  4 2013 12:00AM
8845,1 (11) 500 555-0164,1,Aug  6 2011 12:00AM
8846,927-555-0190,2,Oct 24 2013 12:00AM
8847,1 (11) 500 555-0174,1,Sep 25 2012 12:00AM
8848,789-555-0182,2,Feb  3 2013 12:00AM
8849,901-555-0158,2,May 28 2014 12:00AM
8850,1 (11) 500 555-0140,1,Jul 27 2013 12:00AM
8851,394-555-0181,1,May 22 2014 12:00AM
8852,1 (11) 500 555-0159,2,May 18 2012 12:00AM
8853,1 (11) 500 555-0138,2,Jul 28 2011 12:00AM
8854,836-555-0185,2,May  2 2013 12:00AM
8855,1 (11) 500 555-0177,1,Aug 31 2013 12:00AM
8856,1 (11) 500 555-0161,1,Sep 30 2013 12:00AM
8857,1 (11) 500 555-0145,1,Dec 29 2012 12:00AM
8858,1 (11) 500 555-0157,2,Mar 10 2014 12:00AM
8859,597-555-0122,1,Mar 18 2014 12:00AM
8860,1 (11) 500 555-0194,2,Apr 26 2014 12:00AM
8861,1 (11) 500 555-0159,2,Jan 18 2014 12:00AM
8862,350-555-0149,2,Mar 13 2014 12:00AM
8863,671-555-0185,2,Mar 22 2014 12:00AM
8864,1 (11) 500 555-0193,2,Jun  5 2014 12:00AM
8865,1 (11) 500 555-0168,1,Mar 29 2012 12:00AM
8866,1 (11) 500 555-0195,2,Dec 24 2013 12:00AM
8867,195-555-0117,2,Jan  6 2014 12:00AM
8868,172-555-0119,1,Sep 20 2013 12:00AM
8869,819-555-0160,2,Feb  9 2012 12:00AM
8870,126-555-0175,1,Sep 17 2013 12:00AM
8871,172-555-0175,1,Jan 31 2014 12:00AM
8872,1 (11) 500 555-0135,2,Aug 21 2013 12:00AM
8873,326-555-0119,1,Sep  2 2013 12:00AM
8874,1 (11) 500 555-0134,1,Jul 17 2013 12:00AM
8875,169-555-0177,2,Mar 12 2014 12:00AM
8876,1 (11) 500 555-0111,2,May 22 2014 12:00AM
8877,926-555-0140,1,Mar 13 2014 12:00AM
8878,572-555-0175,1,Apr 24 2014 12:00AM
8879,391-555-0110,2,Feb 16 2014 12:00AM
8880,1 (11) 500 555-0197,2,Sep  9 2013 12:00AM
8881,1 (11) 500 555-0139,1,Aug 21 2013 12:00AM
8882,1 (11) 500 555-0191,1,Nov  5 2013 12:00AM
8883,1 (11) 500 555-0196,1,Aug  4 2012 12:00AM
8884,662-555-0171,1,Oct 24 2013 12:00AM
8885,1 (11) 500 555-0119,1,Mar 21 2014 12:00AM
8886,642-555-0137,1,May 28 2014 12:00AM
8887,598-555-0144,1,Mar 19 2014 12:00AM
8888,514-555-0118,2,Oct 16 2013 12:00AM
8889,1 (11) 500 555-0153,2,Mar 15 2014 12:00AM
8890,1 (11) 500 555-0148,1,Apr 10 2014 12:00AM
8891,870-555-0111,2,Apr 30 2014 12:00AM
8892,798-555-0118,1,Apr  6 2014 12:00AM
8893,1 (11) 500 555-0195,2,Feb 12 2014 12:00AM
8894,1 (11) 500 555-0132,1,Apr 17 2014 12:00AM
8895,1 (11) 500 555-0181,1,Jul 20 2013 12:00AM
8896,1 (11) 500 555-0164,2,Apr 20 2012 12:00AM
8897,1 (11) 500 555-0163,2,Apr 17 2014 12:00AM
8898,804-555-0112,1,Jun 11 2014 12:00AM
8899,530-555-0180,2,Sep 27 2013 12:00AM
8900,187-555-0150,2,Nov 20 2013 12:00AM
8901,1 (11) 500 555-0145,1,Jan 29 2012 12:00AM
8902,827-555-0119,2,Jun 26 2014 12:00AM
8903,726-555-0178,1,Aug 22 2013 12:00AM
8904,154-555-0165,1,Dec 20 2012 12:00AM
8905,1 (11) 500 555-0166,1,Sep 15 2011 12:00AM
8906,1 (11) 500 555-0132,1,Nov 18 2013 12:00AM
8907,795-555-0156,1,Nov 26 2013 12:00AM
8908,1 (11) 500 555-0180,1,Oct  9 2013 12:00AM
8909,502-555-0111,2,Jan 12 2012 12:00AM
8910,1 (11) 500 555-0172,1,Jun  4 2014 12:00AM
8911,117-555-0119,2,Sep 30 2013 12:00AM
8912,1 (11) 500 555-0114,2,Aug 13 2013 12:00AM
8913,177-555-0164,1,Jan  4 2013 12:00AM
8914,131-555-0171,1,Jul 26 2013 12:00AM
8915,1 (11) 500 555-0197,2,Jun 22 2012 12:00AM
8916,674-555-0137,1,Dec 31 2013 12:00AM
8917,486-555-0148,1,Dec 26 2012 12:00AM
8918,1 (11) 500 555-0186,2,Mar 23 2014 12:00AM
8919,1 (11) 500 555-0184,1,Oct  5 2013 12:00AM
8920,1 (11) 500 555-0114,2,Feb 19 2014 12:00AM
8921,875-555-0163,2,Sep 28 2013 12:00AM
8922,844-555-0115,1,Aug 23 2013 12:00AM
8923,867-555-0123,1,May 23 2014 12:00AM
8924,1 (11) 500 555-0123,1,Jan 11 2014 12:00AM
8925,134-555-0188,2,Jan 28 2014 12:00AM
8926,942-555-0154,2,Apr  9 2014 12:00AM
8927,1 (11) 500 555-0197,2,Apr 14 2012 12:00AM
8928,1 (11) 500 555-0159,1,Nov 21 2013 12:00AM
8929,256-555-0125,2,Dec 31 2013 12:00AM
