BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate
260,437296311,adventure-works\annette0,/4/3/1/10/,4,Purchasing Assistant,1978-01-29,M,F,2010-12-06,0,50,45,1,9E03395F-4D5D-4A53-880E-174BD8C1DB59,Jun 30 2014 12:00AM
261,280633567,adventure-works\reinout0,/4/3/1/11/,4,Purchasing Assistant,1978-01-17,M,M,2010-12-25,0,51,45,1,9825EB00-8E36-4506-93A2-6DDCDC0B13C3,Jun 30 2014 12:00AM
262,231203233,adventure-works\david5,/4/4/,2,Assistant to the Chief Financial Officer,1964-06-21,S,M,2009-01-12,0,56,48,1,BE81FD77-428C-449F-AB79-48B1CDF53D6A,Jun 30 2014 12:00AM
263,441044382,adventure-works\jean0,/5/,1,Information Services Manager,1975-12-13,S,F,2008-12-11,1,65,52,1,794A0B1F-C46A-401C-984D-008996FC7092,Jun 30 2014 12:00AM
264,858323870,adventure-works\stephanie0,/5/1/,2,Network Manager,1984-03-25,S,F,2009-02-04,1,68,54,1,221CBB7B-8BAE-452B-A16F-A67EBB3873C8,Jun 30 2014 12:00AM
265,749389530,adventure-works\ashvini0,/5/1/1/,3,Network Administrator,1977-03-27,S,M,2008-12-04,0,70,55,1,2E680C1C-7C02-4343-9626-6F97273414C0,Jun 30 2014 12:00AM
266,672243793,adventure-works\peter1,/5/1/2/,3,Network Administrator,1980-05-28,S,M,2009-02-23,0,69,54,1,86601E6A-6955-40FC-BB4A-1053A843CE99,Jun 30 2014 12:00AM
267,58317344,adventure-works\karen1,/5/2/,2,Application Specialist,1978-05-19,S,F,2009-02-16,1,74,57,1,45C3D0F5-3332-419D-AD40-A98996BB5531,Jun 30 2014 12:00AM
268,314747499,adventure-works\ramesh0,/5/3/,2,Application Specialist,1988-03-13,S,M,2009-02-03,1,73,56,1,BE190269-4003-4D7F-809E-7B3FDC235DA8,Jun 30 2014 12:00AM
269,671089628,adventure-works\dan0,/5/4/,2,Application Specialist,1987-05-26,M,M,2009-01-11,1,72,56,1,71B0D010-5AC5-4E91-8EFA-C311C1372A73,Jun 30 2014 12:00AM
270,643805155,adventure-works\fran‡ois0,/5/5/,2,Database Administrator,1975-05-17,S,M,2009-01-17,1,67,53,1,0C7F025D-8D56-48EF-86C0-F09DB63D0182,Jun 30 2014 12:00AM
271,929666391,adventure-works\dan1,/5/6/,2,Database Administrator,1976-01-06,M,M,2009-01-22,1,66,53,1,2474E1A9-902D-466C-B0B2-6DCAC927F753,Jun 30 2014 12:00AM
272,525932996,adventure-works\janaina0,/5/7/,2,Application Specialist,1985-01-30,M,F,2008-12-23,1,71,55,1,241535C7-7A31-4A6A-9E0D-A83C30C2EDDA,Jun 30 2014 12:00AM
273,112432117,adventure-works\brian3,/6/,1,Vice President of Sales,1977-06-06,S,M,2011-02-15,1,10,25,1,F3EC557C-8B41-4EE6-BB0C-E3B93AFF81E5,Jun 30 2014 12:00AM
274,502097814,adventure-works\stephen0,/6/1/,2,North American Sales Manager,1951-10-17,M,M,2011-01-04,1,14,27,1,86D5FA9E-4BC0-48C8-91DC-1EC467418D11,Jun 30 2014 12:00AM
275,841560125,adventure-works\michael9,/6/1/1/,3,Sales Representative,1968-12-25,S,M,2011-05-31,1,38,39,1,E19F8DE2-0F40-418C-84A2-DB48B98DC6A2,Jun 30 2014 12:00AM
276,191644724,adventure-works\linda3,/6/1/2/,3,Sales Representative,1980-02-27,M,F,2011-05-31,1,27,33,1,4509F387-D73A-43DC-A502-B1C27AA1DC9E,Jun 30 2014 12:00AM
277,615389812,adventure-works\jillian0,/6/1/3/,3,Sales Representative,1962-08-29,S,F,2011-05-31,1,24,32,1,A011C97B-081C-4739-996F-C1CAC4532F8D,Jun 30 2014 12:00AM
278,234474252,adventure-works\garrett1,/6/1/4/,3,Sales Representative,1975-02-04,M,M,2011-05-31,1,33,36,1,50EECC16-0D0D-43A9-9649-016C06DE8D78,Jun 30 2014 12:00AM
279,716374314,adventure-works\tsvi0,/6/1/5/,3,Sales Representative,1974-01-18,M,M,2011-05-31,1,29,34,1,BB510FCE-0105-4306-B591-6450D9EBF401,Jun 30 2014 12:00AM
280,61161660,adventure-works\pamela0,/6/1/6/,3,Sales Representative,1974-12-06,S,F,2011-05-31,1,22,31,1,7627B9D6-0707-4706-9AD9-0D37506B08AE,Jun 30 2014 12:00AM
281,139397894,adventure-works\shu0,/6/1/7/,3,Sales Representative,1968-03-09,M,M,2011-05-31,1,26,33,1,4103C891-37E8-4DFC-AEAC-B55E2BC1BE1C,Jun 30 2014 12:00AM
282,399771412,adventure-works\jos‚1,/6/1/8/,3,Sales Representative,1963-12-11,M,M,2011-05-31,1,31,35,1,FD3992FB-3067-451D-A09D-73BD53C0FECA,Jun 30 2014 12:00AM
283,987554265,adventure-works\david8,/6/1/9/,3,Sales Representative,1974-02-11,S,M,2011-05-31,1,23,31,1,1E8F9E91-508F-4D49-ACD2-775C836030ED,Jun 30 2014 12:00AM
284,90836195,adventure-works\tete0,/6/1/10/,3,Sales Representative,1978-01-05,M,M,2012-09-30,1,39,39,1,0C67CE00-DE78-4712-908F-06939A2C58D5,Jun 30 2014 12:00AM
285,481044938,adventure-works\syed0,/6/2/,2,Pacific Sales Manager,1975-01-11,M,M,2013-03-14,1,20,30,1,86F292DB-B73C-429D-9912-800994D809FB,Jun 30 2014 12:00AM
286,758596752,adventure-works\lynn0,/6/2/1/,3,Sales Representative,1977-02-14,S,F,2013-05-30,1,36,38,1,4A9A8407-A680-4A6B-8D03-511CB58F9A8A,Jun 30 2014 12:00AM
287,982310417,adventure-works\amy0,/6/3/,2,European Sales Manager,1957-09-20,M,F,2012-04-16,1,21,30,1,66D66445-EE78-4676-9E66-0E22D6109A92,Jun 30 2014 12:00AM
288,954276278,adventure-works\rachel0,/6/3/1/,3,Sales Representative,1975-07-09,S,F,2013-05-30,1,35,37,1,B9BF7741-E0CA-4F37-ACDE-A4F78C6D03E9,Jun 30 2014 12:00AM
289,668991357,adventure-works\jae0,/6/3/2/,3,Sales Representative,1968-03-17,M,F,2012-05-30,1,37,38,1,723A5921-D8A1-4659-9BC4-13C4CF7C9C91,Jun 30 2014 12:00AM
290,134219713,adventure-works\ranjit0,/6/3/3/,3,Sales Representative,1975-09-30,S,M,2012-05-30,1,34,37,1,604213F9-DD0F-43B4-BDD2-C96E93D3F4BF,Jun 30 2014 12:00AM
